country,tourists,percentage,airplane,train,ship,car,month,year
Λοιπά κράτη Αφρικής,861,0.2377,861,0,0,0,ΜΑΡ,2013
Αργεντινή,2500,0.6904,2500,0,0,0,ΜΑΡ,2013
Βραζιλία,2043,0.564,2043,0,0,0,ΜΑΡ,2013
Μεξικό,0,0.0,0,0,0,0,ΜΑΡ,2013
Η.Π.Α.,8424,2.326,8424,0,0,0,ΜΑΡ,2013
Καναδάς,1978,0.5464,1978,0,0,0,ΜΑΡ,2013
Λοιπά κράτη Αμερικής,480,0.1326,480,0,0,0,ΜΑΡ,2013
Αυστραλία,2074,0.5728,2074,0,0,0,ΜΑΡ,2013
Λοιπά κράτη Ωκεανίας,263,0.07263,263,0,0,0,ΜΑΡ,2013
Αυστρία,3875,0.695,2372,0,666,837,ΑΠΡ,2013
Βέλγιο,6406,1.149,6059,0,347,0,ΑΠΡ,2013
Βουλγαρία,46592,8.36,853,0,9108,36630,ΑΠΡ,2013
Γαλλία,45653,8.19,44750,0,903,0,ΑΠΡ,2013
Γερμανία,64423,11.555,53382,0,6849,4192,ΑΠΡ,2013
Δανία,3226,0.5786,3226,0,0,0,ΑΠΡ,2013
Εσθονία,591,0.10596,591,0,0,0,ΑΠΡ,2013
Ην. Βασίλειο,44899,8.055,43730,0,1168,0,ΑΠΡ,2013
Ιρλανδία,893,0.1602,893,0,0,0,ΑΠΡ,2013
Ισπανία,10495,1.883,10394,0,101,0,ΑΠΡ,2013
Ιταλία,27851,4.996,15058,0,6747,6045,ΑΠΡ,2013
Κύπρος,21853,3.92,21853,0,0,0,ΑΠΡ,2013
Λεττονία,250,0.0449,250,0,0,0,ΑΠΡ,2013
Λιθουανία,1224,0.2196,918,0,306,0,ΑΠΡ,2013
Λουξεμβούργο,349,0.06256,349,0,0,0,ΑΠΡ,2013
Μάλτα,358,0.06415,358,0,0,0,ΑΠΡ,2013
Ολλανδία,16942,3.04,16295,0,647,0,ΑΠΡ,2013
Ουγγαρία,925,0.1659,465,0,459,0,ΑΠΡ,2013
Πολωνία,2145,0.3848,897,0,409,839,ΑΠΡ,2013
Πορτογαλία,569,0.102,286,0,283,0,ΑΠΡ,2013
Ρουμανία,12436,2.23,1389,0,2238,8808,ΑΠΡ,2013
Σλοβακία,268,0.04803,268,0,0,0,ΑΠΡ,2013
Σλοβενία,850,0.1525,589,0,261,0,ΑΠΡ,2013
Σουηδία,6939,1.244,6939,0,0,0,ΑΠΡ,2013
Τσεχία,662,0.1187,0,0,0,662,ΑΠΡ,2013
Φινλανδία,3707,0.665,3707,0,0,0,ΑΠΡ,2013
Αλβανία,26574,4.766,1441,0,0,25133,ΑΠΡ,2013
Ελβετία,8659,1.553,7699,0,960,0,ΑΠΡ,2013
Νορβηγία,2339,0.4197,2339,0,0,0,ΑΠΡ,2013
Ισλανδία,0,0.0,0,0,0,0,ΑΠΡ,2013
Ρωσία,11209,2.01,10799,0,130,280,ΑΠΡ,2013
Σερβία ,8899,1.597,103,0,437,8359,ΑΠΡ,2013
Λοιπά Κράτη Ευρώπης,56357,10.11,4141,0,391,51824,ΑΠΡ,2013
Ιαπωνία,890,0.1595,344,0,545,0,ΑΠΡ,2013
Ιράν,0,0.0,0,0,0,0,ΑΠΡ,2013
Ισραήλ,4709,0.8447,4709,0,0,0,ΑΠΡ,2013
Κίνα,1803,0.3232,1803,0,0,0,ΑΠΡ,2013
Λίβανος - Συρία,2893,0.519,2893,0,0,0,ΑΠΡ,2013
Ν. Κορέα,0,0.0,0,0,0,0,ΑΠΡ,2013
Τουρκία,67533,12.12,3775,0,3775,59984,ΑΠΡ,2013
Λοιπά κράτη Μ. Ανατολής,903,0.1619,903,0,0,0,ΑΠΡ,2013
Λοιπά κράτη Ασίας,2256,0.4048,1973,0,284,0,ΑΠΡ,2013
Αίγυπτος - Σουδάν,679,0.12177,679,0,0,0,ΑΠΡ,2013
Νοτιοαφρικανική Ενωση,505,0.0906,505,0,0,0,ΑΠΡ,2013
Λοιπά κράτη Αφρικής,337,0.0605,337,0,0,0,ΑΠΡ,2013
Αργεντινή,3477,0.6235,3477,0,0,0,ΑΠΡ,2013
Βραζιλία,2892,0.5186,1797,0,1095,0,ΑΠΡ,2013
Μεξικό,2023,0.3628,1123,0,900,0,ΑΠΡ,2013
Η.Π.Α.,19293,3.46,18093,0,1200,0,ΑΠΡ,2013
Καναδάς,3467,0.622,3467,0,0,0,ΑΠΡ,2013
Λοιπά κράτη Αμερικής,2039,0.3657,2039,0,0,0,ΑΠΡ,2013
Αυστραλία,3383,0.607,2483,0,900,0,ΑΠΡ,2013
Λοιπά κράτη Ωκεανίας,0,0.0,0,0,0,0,ΑΠΡ,2013
Αυστρία,39437,1.662,34852,0,2839,1745,ΙΟΥΝ,2013
Βέλγιο,55740,2.35,55259,0,481,0,ΙΟΥΝ,2013
Βουλγαρία,66100,2.785,2005,0,6864,57231,ΙΟΥΝ,2013
Γαλλία,141671,5.97,137514,0,4157,0,ΙΟΥΝ,2013
Γερμανία,301069,12.69,288736,0,5744,6589,ΙΟΥΝ,2013
Δανία,45696,1.926,45355,0,341,0,ΙΟΥΝ,2013
Εσθονία,1469,0.06192,1469,0,0,0,ΙΟΥΝ,2013
Ην. Βασίλειο,275080,11.59,272540,0,2540,0,ΙΟΥΝ,2013
Ιρλανδία,4833,0.2037,4703,0,130,0,ΙΟΥΝ,2013
Ισπανία,6510,0.2744,5853,0,658,0,ΙΟΥΝ,2013
Ιταλία,95016,4.004,77670,0,16343,1003,ΙΟΥΝ,2013
Κύπρος,41595,1.753,40851,0,743,0,ΙΟΥΝ,2013
Λεττονία,2190,0.0923,2190,0,0,0,ΙΟΥΝ,2013
Λιθουανία,4246,0.179,4246,0,0,0,ΙΟΥΝ,2013
Λουξεμβούργο,2596,0.10944,2596,0,0,0,ΙΟΥΝ,2013
Μάλτα,0,0.0,0,0,0,0,ΙΟΥΝ,2013
Ολλανδία,86802,3.658,85326,0,1475,0,ΙΟΥΝ,2013
Ουγγαρία,12656,0.533,11913,0,743,0,ΙΟΥΝ,2013
Πολωνία,68763,2.898,68007,0,0,756,ΙΟΥΝ,2013
Πορτογαλία,351,0.01478,351,0,0,0,ΙΟΥΝ,2013
Ρουμανία,24688,1.04,8457,0,1234,14996,ΙΟΥΝ,2013
Σλοβακία,1043,0.04395,1043,0,0,0,ΙΟΥΝ,2013
Σλοβενία,0,0.0,0,0,0,0,ΙΟΥΝ,2013
Σουηδία,59519,2.508,59138,0,381,0,ΙΟΥΝ,2013
Τσεχία,45005,1.896,42571,0,0,2434,ΙΟΥΝ,2013
Φινλανδία,20951,0.883,20951,0,0,0,ΙΟΥΝ,2013
Αλβανία,40300,1.698,3524,0,0,36776,ΙΟΥΝ,2013
Ελβετία,29257,1.233,26418,0,2839,0,ΙΟΥΝ,2013
Νορβηγία,47468,2.0,47468,0,0,0,ΙΟΥΝ,2013
Ισλανδία,400,0.01688,400,0,0,0,ΙΟΥΝ,2013
Ρωσία,232085,9.78,226988,0,342,4755,ΙΟΥΝ,2013
Σερβία ,108004,4.55,3731,0,0,104273,ΙΟΥΝ,2013
Λοιπά Κράτη Ευρώπης,252045,10.625,39928,0,866,211251,ΙΟΥΝ,2013
Ιαπωνία,903,0.03806,903,0,0,0,ΙΟΥΝ,2013
Ιράν,0,0.0,0,0,0,0,ΙΟΥΝ,2013
Ισραήλ,28387,1.196,28387,0,0,0,ΙΟΥΝ,2013
Κίνα,4105,0.173,4105,0,0,0,ΙΟΥΝ,2013
Λίβανος - Συρία,1921,0.081,1921,0,0,0,ΙΟΥΝ,2013
Ν. Κορέα,1209,0.05096,1209,0,0,0,ΙΟΥΝ,2013
Τουρκία,94457,3.98,4221,0,8838,81398,ΙΟΥΝ,2013
Λοιπά κράτη Μ. Ανατολής,3373,0.1422,3373,0,0,0,ΙΟΥΝ,2013
Λοιπά κράτη Ασίας,7524,0.3171,6541,0,604,378,ΙΟΥΝ,2013
Αίγυπτος - Σουδάν,0,0.0,0,0,0,0,ΙΟΥΝ,2013
Νοτιοαφρικανική Ενωση,3721,0.1567,3721,0,0,0,ΙΟΥΝ,2013
Λοιπά κράτη Αφρικής,0,0.0,0,0,0,0,ΙΟΥΝ,2013
Αργεντινή,2682,0.11304,2682,0,0,0,ΙΟΥΝ,2013
Βραζιλία,2908,0.12256,2908,0,0,0,ΙΟΥΝ,2013
Μεξικό,1847,0.0778,1847,0,0,0,ΙΟΥΝ,2013
Η.Π.Α.,73387,3.094,73387,0,0,0,ΙΟΥΝ,2013
Καναδάς,13023,0.549,13023,0,0,0,ΙΟΥΝ,2013
Λοιπά κράτη Αμερικής,2828,0.1192,2085,0,743,0,ΙΟΥΝ,2013
Αυστραλία,16193,0.6826,14365,0,1828,0,ΙΟΥΝ,2013
Λοιπά κράτη Ωκεανίας,1787,0.0753,1787,0,0,0,ΙΟΥΝ,2013
Αυστρία,57445,1.76,53144,0,2745,1556,ΙΟΥΛ,2013
Βέλγιο,80994,2.482,79616,0,1378,0,ΙΟΥΛ,2013
Βουλγαρία,55286,1.694,1159,0,8215,45912,ΙΟΥΛ,2013
Γαλλία,199881,6.125,195591,0,4290,0,ΙΟΥΛ,2013
Γερμανία,331797,10.164,273428,0,14673,43695,ΙΟΥΛ,2013
Δανία,42160,1.292,41790,0,371,0,ΙΟΥΛ,2013
Εσθονία,514,0.01575,514,0,0,0,ΙΟΥΛ,2013
Ην. Βασίλειο,345648,10.59,343300,0,2347,0,ΙΟΥΛ,2013
Ιρλανδία,8015,0.2456,8015,0,0,0,ΙΟΥΛ,2013
Ισπανία,8757,0.2683,8065,0,692,0,ΙΟΥΛ,2013
Ιταλία,162664,4.984,131865,0,30799,0,ΙΟΥΛ,2013
Κύπρος,46119,1.413,45329,0,790,0,ΙΟΥΛ,2013
Λεττονία,3968,0.1216,3968,0,0,0,ΙΟΥΛ,2013
Λιθουανία,6855,0.2101,5262,0,395,1199,ΙΟΥΛ,2013
Λουξεμβούργο,1153,0.03534,1153,0,0,0,ΙΟΥΛ,2013
Μάλτα,0,0.0,0,0,0,0,ΙΟΥΛ,2013
Ολλανδία,108427,3.322,106959,0,1468,0,ΙΟΥΛ,2013
Ουγγαρία,25294,0.775,18415,0,373,6506,ΙΟΥΛ,2013
Πολωνία,94785,2.904,89291,0,820,4674,ΙΟΥΛ,2013
Πορτογαλία,2347,0.0719,2079,0,267,0,ΙΟΥΛ,2013
Ρουμανία,40328,1.235,18250,0,1506,20572,ΙΟΥΛ,2013
Σλοβακία,3487,0.1068,3487,0,0,0,ΙΟΥΛ,2013
Σλοβενία,3083,0.0945,2711,0,373,0,ΙΟΥΛ,2013
Σουηδία,93756,2.873,92820,0,936,0,ΙΟΥΛ,2013
Τσεχία,82790,2.537,79199,0,1040,2550,ΙΟΥΛ,2013
Φινλανδία,31727,0.972,31727,0,0,0,ΙΟΥΛ,2013
Αλβανία,49545,1.518,4192,0,395,44958,ΙΟΥΛ,2013
Ελβετία,81996,2.512,75833,0,5125,1037,ΙΟΥΛ,2013
Νορβηγία,56608,1.734,56534,0,74,0,ΙΟΥΛ,2013
Ισλανδία,0,0.0,0,0,0,0,ΙΟΥΛ,2013
Ρωσία,270669,8.29,263947,0,2435,4287,ΙΟΥΛ,2013
Σερβία ,244866,7.504,2576,0,746,241545,ΙΟΥΛ,2013
Λοιπά Κράτη Ευρώπης,375524,11.51,47476,0,427,327622,ΙΟΥΛ,2013
Ιαπωνία,726,0.02225,726,0,0,0,ΙΟΥΛ,2013
Ιράν,536,0.01642,536,0,0,0,ΙΟΥΛ,2013
Ισραήλ,38579,1.182,38579,0,0,0,ΙΟΥΛ,2013
Κίνα,2449,0.075,2151,0,298,0,ΙΟΥΛ,2013
Λίβανος - Συρία,2223,0.0681,2223,0,0,0,ΙΟΥΛ,2013
Ν. Κορέα,0,0.0,0,0,0,0,ΙΟΥΛ,2013
Τουρκία,136639,4.188,1618,0,10006,125015,ΙΟΥΛ,2013
Λοιπά κράτη Μ. Ανατολής,3804,0.1166,3804,0,0,0,ΙΟΥΛ,2013
Λοιπά κράτη Ασίας,6091,0.1866,5327,0,395,369,ΙΟΥΛ,2013
Αίγυπτος - Σουδάν,372,0.011406,372,0,0,0,ΙΟΥΛ,2013
Νοτιοαφρικανική Ενωση,4871,0.1493,4871,0,0,0,ΙΟΥΛ,2013
Λοιπά κράτη Αφρικής,1906,0.0584,1434,0,472,0,ΙΟΥΛ,2013
Αργεντινή,2688,0.08234,2688,0,0,0,ΙΟΥΛ,2013
Βραζιλία,2357,0.0722,2357,0,0,0,ΙΟΥΛ,2013
Μεξικό,3304,0.1012,3304,0,0,0,ΙΟΥΛ,2013
Η.Π.Α.,62103,1.902,61088,0,1015,0,ΙΟΥΛ,2013
Καναδάς,40603,1.244,40455,0,148,0,ΙΟΥΛ,2013
Λοιπά κράτη Αμερικής,3454,0.10583,3454,0,0,0,ΙΟΥΛ,2013
Αυστραλία,32140,0.985,29316,0,501,2323,ΙΟΥΛ,2013
Λοιπά κράτη Ωκεανίας,2588,0.0793,2588,0,0,0,ΙΟΥΛ,2013
Αυστρία,48000,1.235,42358,0,5642,0,ΑΥΓ,2013
Βέλγιο,80909,2.082,79039,0,1870,0,ΑΥΓ,2013
Βουλγαρία,54747,1.409,0,0,6809,47938,ΑΥΓ,2013
Γαλλία,315720,8.125,294648,0,17239,3833,ΑΥΓ,2013
Γερμανία,396299,10.195,308212,0,29053,59035,ΑΥΓ,2013
Δανία,39133,1.007,38983,0,150,0,ΑΥΓ,2013
Εσθονία,2330,0.05997,2330,0,0,0,ΑΥΓ,2013
Ην. Βασίλειο,375038,9.65,373515,0,1523,0,ΑΥΓ,2013
Ιρλανδία,11822,0.3042,11822,0,0,0,ΑΥΓ,2013
Ισπανία,26261,0.676,25457,0,804,0,ΑΥΓ,2013
Ιταλία,356192,9.164,232273,0,123919,0,ΑΥΓ,2013
Κύπρος,48259,1.242,48259,0,0,0,ΑΥΓ,2013
Λεττονία,6221,0.1602,5588,0,0,633,ΑΥΓ,2013
Λιθουανία,6982,0.1797,6349,0,0,633,ΑΥΓ,2013
Λουξεμβούργο,5673,0.146,5673,0,0,0,ΑΥΓ,2013
Μάλτα,195,0.005024,195,0,0,0,ΑΥΓ,2013
Ολλανδία,153358,3.947,148411,0,4947,0,ΑΥΓ,2013
Ουγγαρία,15885,0.4087,10955,0,1097,3833,ΑΥΓ,2013
Πολωνία,91425,2.354,88521,0,1242,1661,ΑΥΓ,2013
Πορτογαλία,4867,0.1252,3427,0,435,1006,ΑΥΓ,2013
Ρουμανία,56377,1.451,20146,0,4303,31928,ΑΥΓ,2013
Σλοβακία,32608,0.8394,32608,0,0,0,ΑΥΓ,2013
Σλοβενία,5203,0.1339,3413,0,1790,0,ΑΥΓ,2013
Σουηδία,71695,1.845,67094,0,0,4600,ΑΥΓ,2013
Τσεχία,52793,1.358,50370,0,1790,633,ΑΥΓ,2013
Φινλανδία,19894,0.512,19817,0,77,0,ΑΥΓ,2013
Αλβανία,36972,0.9517,2407,0,895,33671,ΑΥΓ,2013
Ελβετία,72614,1.869,57575,0,15039,0,ΑΥΓ,2013
Νορβηγία,55514,1.429,55514,0,0,0,ΑΥΓ,2013
Ισλανδία,232,0.00597,0,0,0,232,ΑΥΓ,2013
Ρωσία,320577,8.25,310998,0,1417,8162,ΑΥΓ,2013
Λοιπά Κράτη Ευρώπης,525319,13.516,38793,0,285,486241,ΑΥΓ,2013
Ιαπωνία,3698,0.09515,3698,0,0,0,ΑΥΓ,2013
Ιράν,0,0.0,0,0,0,0,ΑΥΓ,2013
Ισραήλ,45118,1.161,45118,0,0,0,ΑΥΓ,2013
Κίνα,3124,0.0804,3124,0,0,0,ΑΥΓ,2013
Λίβανος - Συρία,6664,0.1715,6664,0,0,0,ΑΥΓ,2013
Ν. Κορέα,586,0.01509,586,0,0,0,ΑΥΓ,2013
Τουρκία,120698,3.105,1476,0,6144,113079,ΑΥΓ,2013
Λοιπά κράτη Μ. Ανατολής,6219,0.16,6017,0,202,0,ΑΥΓ,2013
Λοιπά κράτη Ασίας,5469,0.1407,3795,0,0,1674,ΑΥΓ,2013
Αίγυπτος - Σουδάν,0,0.0,0,0,0,0,ΑΥΓ,2013
Νοτιοαφρικανική Ενωση,2809,0.07227,2809,0,0,0,ΑΥΓ,2013
Λοιπά κράτη Αφρικής,958,0.02466,611,0,347,0,ΑΥΓ,2013
Αργεντινή,2716,0.0699,2716,0,0,0,ΑΥΓ,2013
Βραζιλία,3145,0.08093,3145,0,0,0,ΑΥΓ,2013
Μεξικό,3725,0.0959,3524,0,202,0,ΑΥΓ,2013
Η.Π.Α.,81083,2.086,79901,0,549,633,ΑΥΓ,2013
Καναδάς,51407,1.323,50382,0,1024,0,ΑΥΓ,2013
Λοιπά κράτη Αμερικής,2928,0.0754,2928,0,0,0,ΑΥΓ,2013
Αυστραλία,22583,0.581,22247,0,336,0,ΑΥΓ,2013
Λοιπά κράτη Ωκεανίας,2414,0.0621,2128,0,285,0,ΑΥΓ,2013
Αυστρία,12745,0.8237,11387,0,1358,0,ΟΚΤ,2013
Βέλγιο,25054,1.619,23668,0,1385,0,ΟΚΤ,2013
Βουλγαρία,58469,3.777,0,0,5801,52668,ΟΚΤ,2013
Γαλλία,93774,6.06,89408,0,4366,0,ΟΚΤ,2013
Γερμανία,307446,19.86,278348,0,11490,17608,ΟΚΤ,2013
Δανία,17327,1.119,17327,0,0,0,ΟΚΤ,2013
Εσθονία,1441,0.0931,1441,0,0,0,ΟΚΤ,2013
Ην. Βασίλειο,218702,14.13,213035,0,4234,1433,ΟΚΤ,2013
Ιρλανδία,1391,0.08984,1391,0,0,0,ΟΚΤ,2013
Ισπανία,5941,0.3838,4384,0,1557,0,ΟΚΤ,2013
Ιταλία,44447,2.871,35456,0,8991,0,ΟΚΤ,2013
Κύπρος,35784,2.312,35454,0,330,0,ΟΚΤ,2013
Λεττονία,1858,0.12006,1858,0,0,0,ΟΚΤ,2013
Λιθουανία,4947,0.3196,4602,0,345,0,ΟΚΤ,2013
Λουξεμβούργο,2133,0.1378,2133,0,0,0,ΟΚΤ,2013
Μάλτα,0,0.0,0,0,0,0,ΟΚΤ,2013
Ολλανδία,47228,3.05,45243,0,1985,0,ΟΚΤ,2013
Ουγγαρία,3318,0.2144,1185,0,631,1502,ΟΚΤ,2013
Πολωνία,17693,1.144,14743,0,423,2527,ΟΚΤ,2013
Πορτογαλία,637,0.04117,637,0,0,0,ΟΚΤ,2013
Ρουμανία,12540,0.81,3275,0,4389,4876,ΟΚΤ,2013
Σλοβακία,591,0.03818,591,0,0,0,ΟΚΤ,2013
Σλοβενία,189,0.01223,189,0,0,0,ΟΚΤ,2013
Σουηδία,31232,2.018,31232,0,0,0,ΟΚΤ,2013
Τσεχία,21820,1.41,20947,0,873,0,ΟΚΤ,2013
Φινλανδία,25435,1.644,25435,0,0,0,ΟΚΤ,2013
Αλβανία,36445,2.355,5017,0,208,31220,ΟΚΤ,2013
Ελβετία,39600,2.559,34850,0,4751,0,ΟΚΤ,2013
Νορβηγία,26344,1.702,26344,0,0,0,ΟΚΤ,2013
Ισλανδία,168,0.01085,168,0,0,0,ΟΚΤ,2013
Ρωσία,130127,8.41,126833,0,1472,1822,ΟΚΤ,2013
Λοιπά Κράτη Ευρώπης,102955,6.652,10852,0,467,91636,ΟΚΤ,2013
Ιαπωνία,2224,0.1437,2224,0,0,0,ΟΚΤ,2013
Ιράν,2881,0.1862,1033,0,0,1848,ΟΚΤ,2013
Ισραήλ,19820,1.28,19820,0,0,0,ΟΚΤ,2013
Κίνα,4694,0.3032,4694,0,0,0,ΟΚΤ,2013
Λίβανος - Συρία,5842,0.3774,5842,0,0,0,ΟΚΤ,2013
Ν. Κορέα,0,0.0,0,0,0,0,ΟΚΤ,2013
Τουρκία,63117,4.08,3587,0,6336,53194,ΟΚΤ,2013
Λοιπά κράτη Μ. Ανατολής,3950,0.2551,3950,0,0,0,ΟΚΤ,2013
Λοιπά κράτη Ασίας,3685,0.2382,3230,0,0,456,ΟΚΤ,2013
Αίγυπτος - Σουδάν,0,0.0,0,0,0,0,ΟΚΤ,2013
Νοτιοαφρικανική Ενωση,1460,0.09436,1460,0,0,0,ΟΚΤ,2013
Λοιπά κράτη Αφρικής,216,0.01394,0,0,216,0,ΟΚΤ,2013
Αργεντινή,1795,0.11597,1328,0,467,0,ΟΚΤ,2013
Βραζιλία,2432,0.1572,2432,0,0,0,ΟΚΤ,2013
Μεξικό,1933,0.1249,1933,0,0,0,ΟΚΤ,2013
Η.Π.Α.,58466,3.777,57495,0,971,0,ΟΚΤ,2013
Καναδάς,18468,1.193,18468,0,0,0,ΟΚΤ,2013
Λοιπά κράτη Αμερικής,2116,0.1367,2116,0,0,0,ΟΚΤ,2013
Αυστραλία,15751,1.018,15284,0,467,0,ΟΚΤ,2013
Λοιπά κράτη Ωκεανίας,1186,0.0766,1186,0,0,0,ΟΚΤ,2013
Αυστρία,2194,0.5425,1693,0,501,0,ΙΑΝ,2014
Βέλγιο,2807,0.6943,2807,0,0,0,ΙΑΝ,2014
Βουλγαρία,44060,10.9,893,0,8714,34453,ΙΑΝ,2014
Γαλλία,7215,1.784,5130,0,986,1098,ΙΑΝ,2014
Γερμανία,34061,8.42,28303,0,3044,2713,ΙΑΝ,2014
Δανία,983,0.2432,983,0,0,0,ΙΑΝ,2014
Εσθονία,0,0.0,0,0,0,0,ΙΑΝ,2014
Ην. Βασίλειο,22032,5.45,21594,0,438,0,ΙΑΝ,2014
Ιρλανδία,1182,0.2922,1020,0,162,0,ΙΑΝ,2014
Ισπανία,3882,0.9604,3882,0,0,0,ΙΑΝ,2014
Ιταλία,17393,4.3,11339,0,6054,0,ΙΑΝ,2014
Κύπρος,20858,5.16,20858,0,0,0,ΙΑΝ,2014
Λεττονία,0,0.0,0,0,0,0,ΙΑΝ,2014
Λιθουανία,674,0.1666,674,0,0,0,ΙΑΝ,2014
Λουξεμβούργο,763,0.1887,763,0,0,0,ΙΑΝ,2014
Μάλτα,0,0.0,0,0,0,0,ΙΑΝ,2014
Ολλανδία,11113,2.748,10378,0,218,517,ΙΑΝ,2014
Ουγγαρία,275,0.0681,0,0,275,0,ΙΑΝ,2014
Πολωνία,1758,0.4348,1342,0,174,242,ΙΑΝ,2014
Πορτογαλία,242,0.05984,242,0,0,0,ΙΑΝ,2014
Ρουμανία,10891,2.693,2485,0,1377,7028,ΙΑΝ,2014
Σλοβακία,196,0.04858,0,0,196,0,ΙΑΝ,2014
Σλοβενία,876,0.2166,73,0,803,0,ΙΑΝ,2014
Σουηδία,5708,1.412,5708,0,0,0,ΙΑΝ,2014
Τσεχία,1427,0.353,1427,0,0,0,ΙΑΝ,2014
Φινλανδία,665,0.1644,665,0,0,0,ΙΑΝ,2014
Αλβανία,37163,9.195,674,0,174,36315,ΙΑΝ,2014
Ελβετία,9667,2.39,9493,0,174,0,ΙΑΝ,2014
Νορβηγία,1030,0.255,1030,0,0,0,ΙΑΝ,2014
Ισλανδία,235,0.05807,235,0,0,0,ΙΑΝ,2014
Ρωσία,10763,2.662,7665,0,190,2908,ΙΑΝ,2014
Σερβία,6301,1.559,0,0,0,6301,ΙΑΝ,2014
Λοιπά Κράτη Ευρώπης,62446,15.445,1564,0,0,60882,ΙΑΝ,2014
Ιαπωνία,1189,0.2942,1018,0,171,0,ΙΑΝ,2014
Ιράν,235,0.05807,235,0,0,0,ΙΑΝ,2014
Ισραήλ,794,0.1964,794,0,0,0,ΙΑΝ,2014
Κίνα,1441,0.3564,1441,0,0,0,ΙΑΝ,2014
Λίβανος - Συρία,1981,0.49,1981,0,0,0,ΙΑΝ,2014
Ν. Κορέα,1693,0.4187,1693,0,0,0,ΙΑΝ,2014
Τουρκία,43276,10.7,3326,0,4207,35743,ΙΑΝ,2014
Λοιπά κράτη Μ. Ανατολής,5222,1.292,5222,0,0,0,ΙΑΝ,2014
Λοιπά κράτη Ασίας,6131,1.517,4449,0,0,1682,ΙΑΝ,2014
Αίγυπτος - Σουδάν,203,0.05023,203,0,0,0,ΙΑΝ,2014
Νοτιοαφρικανική Ενωση,1217,0.301,1217,0,0,0,ΙΑΝ,2014
Λοιπά κράτη Αφρικής,1771,0.4382,1771,0,0,0,ΙΑΝ,2014
Αργεντινή,2402,0.594,2402,0,0,0,ΙΑΝ,2014
Βραζιλία,931,0.2302,931,0,0,0,ΙΑΝ,2014
Μεξικό,341,0.08435,341,0,0,0,ΙΑΝ,2014
Η.Π.Α.,9902,2.45,9902,0,0,0,ΙΑΝ,2014
Καναδάς,2260,0.559,2260,0,0,0,ΙΑΝ,2014
Λοιπά κράτη Αμερικής,950,0.2349,950,0,0,0,ΙΑΝ,2014
Αυστραλία,3112,0.7695,3112,0,0,0,ΙΑΝ,2014
Λοιπά κράτη Ωκεανίας,199,0.0491,199,0,0,0,ΙΑΝ,2014
Αυστρία,1172,0.3596,1062,0,110,0,ΦΕΒ,2014
Βέλγιο,866,0.2656,866,0,0,0,ΦΕΒ,2014
Βουλγαρία,50832,15.59,1902,0,4472,44458,ΦΕΒ,2014
Γαλλία,5874,1.802,5720,0,154,0,ΦΕΒ,2014
Γερμανία,19094,5.86,15978,0,1595,1520,ΦΕΒ,2014
Δανία,2304,0.707,2304,0,0,0,ΦΕΒ,2014
Εσθονία,0,0.0,0,0,0,0,ΦΕΒ,2014
Ην. Βασίλειο,21253,6.52,20768,0,485,0,ΦΕΒ,2014
Ιρλανδία,1036,0.3179,1036,0,0,0,ΦΕΒ,2014
Ισπανία,1696,0.52,1569,0,126,0,ΦΕΒ,2014
Ιταλία,9890,3.033,5889,0,4001,0,ΦΕΒ,2014
Κύπρος,29136,8.94,28765,0,371,0,ΦΕΒ,2014
Λεττονία,0,0.0,0,0,0,0,ΦΕΒ,2014
Λιθουανία,85,0.02596,0,0,85,0,ΦΕΒ,2014
Λουξεμβούργο,0,0.0,0,0,0,0,ΦΕΒ,2014
Μάλτα,0,0.0,0,0,0,0,ΦΕΒ,2014
Ολλανδία,5980,1.835,5568,0,412,0,ΦΕΒ,2014
Ουγγαρία,294,0.0903,0,0,294,0,ΦΕΒ,2014
Πολωνία,3779,1.159,1173,0,591,2016,ΦΕΒ,2014
Πορτογαλία,126,0.0388,0,0,126,0,ΦΕΒ,2014
Ρουμανία,15556,4.773,4900,0,1213,9443,ΦΕΒ,2014
Σλοβακία,309,0.0949,275,0,34,0,ΦΕΒ,2014
Σλοβενία,170,0.05206,0,0,170,0,ΦΕΒ,2014
Σουηδία,545,0.1674,545,0,0,0,ΦΕΒ,2014
Τσεχία,145,0.0446,145,0,0,0,ΦΕΒ,2014
Φινλανδία,488,0.1498,488,0,0,0,ΦΕΒ,2014
Αλβανία,28636,8.79,1629,0,191,26816,ΦΕΒ,2014
Ελβετία,3944,1.21,3414,0,530,0,ΦΕΒ,2014
Νορβηγία,842,0.2583,365,0,477,0,ΦΕΒ,2014
Ισλανδία,0,0.0,0,0,0,0,ΦΕΒ,2014
Ρωσία,5919,1.815,5919,0,0,0,ΦΕΒ,2014
Σερβία ,7369,2.26,449,0,591,6329,ΦΕΒ,2014
Λοιπά Κράτη Ευρώπης,35203,10.8,679,0,170,34354,ΦΕΒ,2014
Ιαπωνία,869,0.2664,529,0,339,0,ΦΕΒ,2014
Ιράν,0,0.0,0,0,0,0,ΦΕΒ,2014
Ισραήλ,1075,0.3298,1075,0,0,0,ΦΕΒ,2014
Κίνα,3481,1.068,3481,0,0,0,ΦΕΒ,2014
Λίβανος - Συρία,1560,0.4785,1560,0,0,0,ΦΕΒ,2014
Ν. Κορέα,1379,0.423,1379,0,0,0,ΦΕΒ,2014
Τουρκία,46281,14.195,4717,0,3385,38180,ΦΕΒ,2014
